"data_as_of","year","month","st_abbrev","state","county","fips","statefips","countyfips","code2013","provisional_drug_overdose_deaths","footnote","percentage_of_records_pending_investigation","historicaldatacompletenessnote","monthendingdate","start_date","end_date"
"10/8/2023",2022,4,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.31,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.32,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.33,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.33,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.33,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.34,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.35,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.72,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.37,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.37,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.38,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0.37,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Jefferson",41031,41,31,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Josephine",41033,41,33,4,"19","",0.16,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Josephine",41033,41,33,4,"16","",0.15,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Josephine",41033,41,33,4,"20","",0.16,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Josephine",41033,41,33,4,"18","",0.16,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Josephine",41033,41,33,4,"16","",0.16,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Josephine",41033,41,33,4,"15","",0.16,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Josephine",41033,41,33,4,"15","",0.16,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Josephine",41033,41,33,4,"16","",0.16,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Josephine",41033,41,33,4,"17","",0.08,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Josephine",41033,41,33,4,"16","",0.08,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Josephine",41033,41,33,4,"22","",0.08,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Josephine",41033,41,33,4,"25","",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Josephine",41033,41,33,4,"28","",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Josephine",41033,41,33,4,"28","",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Josephine",41033,41,33,4,"28","",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Josephine",41033,41,33,4,"30","",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Josephine",41033,41,33,4,"31","",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Josephine",41033,41,33,4,"36","",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Josephine",41033,41,33,4,"39","",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Josephine",41033,41,33,4,"41","",0.07,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Josephine",41033,41,33,4,"40","",0.13,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Josephine",41033,41,33,4,"41","",0.13,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Josephine",41033,41,33,4,"35","",0.13,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Josephine",41033,41,33,4,"34","",0.19,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Josephine",41033,41,33,4,"35","",0.19,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Josephine",41033,41,33,4,"38","",0.19,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Josephine",41033,41,33,4,"34","",0.19,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Josephine",41033,41,33,4,"36","",0.19,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Josephine",41033,41,33,4,"35","",0.19,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Josephine",41033,41,33,4,"31","",0.19,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Josephine",41033,41,33,4,"30","",0.19,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Josephine",41033,41,33,4,"32","",0.13,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Josephine",41033,41,33,4,"36","",0.07,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Josephine",41033,41,33,4,"37","",0.07,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Josephine",41033,41,33,4,"38","",0.07,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Josephine",41033,41,33,4,"39","",0,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Josephine",41033,41,33,4,"42","",0,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Josephine",41033,41,33,4,"41","",0,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Josephine",41033,41,33,4,"43","",0.07,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Klamath",41035,41,35,5,"16","",0.46,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Klamath",41035,41,35,5,"13","",0.47,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Klamath",41035,41,35,5,"14","",0.35,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Klamath",41035,41,35,5,"14","",0.34,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Klamath",41035,41,35,5,"15","",0.33,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Klamath",41035,41,35,5,"16","",0.34,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Klamath",41035,41,35,5,"15","",0.23,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Klamath",41035,41,35,5,"14","",0.22,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Klamath",41035,41,35,5,"15","",0.33,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Klamath",41035,41,35,5,"15","",0.34,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Klamath",41035,41,35,5,"14","",0.22,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Klamath",41035,41,35,5,"12","",0.22,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Klamath",41035,41,35,5,"17","",0.21,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Klamath",41035,41,35,5,"18","",0.31,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Klamath",41035,41,35,5,"18","",0.31,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Klamath",41035,41,35,5,"18","",0.31,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Klamath",41035,41,35,5,"20","",0.31,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Klamath",41035,41,35,5,"21","",0.3,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Klamath",41035,41,35,5,"22","",0.4,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Klamath",41035,41,35,5,"24","",0.5,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Klamath",41035,41,35,5,"24","",0.39,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Klamath",41035,41,35,5,"23","",0.56,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Klamath",41035,41,35,5,"25","",0.73,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Klamath",41035,41,35,5,"26","",0.91,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Klamath",41035,41,35,5,"20","",0.92,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Klamath",41035,41,35,5,"22","",0.82,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Klamath",41035,41,35,5,"21","",0.81,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Klamath",41035,41,35,5,"20","",0.81,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Klamath",41035,41,35,5,"21","",0.82,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Klamath",41035,41,35,5,"18","",0.83,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Klamath",41035,41,35,5,"17","",0.73,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Klamath",41035,41,35,5,"16","",0.55,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Klamath",41035,41,35,5,"18","",0.56,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Klamath",41035,41,35,5,"18","",0.39,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Klamath",41035,41,35,5,"17","",0.2,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Klamath",41035,41,35,5,"19","",0.1,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Klamath",41035,41,35,5,"21","",0.1,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Klamath",41035,41,35,5,"21","",0.1,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Klamath",41035,41,35,5,"20","",0.5,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","2/29/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Lake",41037,41,37,6,"0","",0,"","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Lake",41037,41,37,6,"","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.",0,"","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,8,"OR","Oregon","Lane",41039,41,39,3,"88","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,8,"OR","Oregon","Lane",41039,41,39,3,"152","",0,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,6,"OR","Oregon","Lane",41039,41,39,3,"95","",0.05,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,9,"OR","Oregon","Lane",41039,41,39,3,"96","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,7,"OR","Oregon","Lane",41039,41,39,3,"151","",0,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,1,"OR","Oregon","Lane",41039,41,39,3,"103","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,12,"OR","Oregon","Lane",41039,41,39,3,"97","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,5,"OR","Oregon","Lane",41039,41,39,3,"141","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,11,"OR","Oregon","Lane",41039,41,39,3,"98","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,9,"OR","Oregon","Lane",41039,41,39,3,"153","",0,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,12,"OR","Oregon","Lane",41039,41,39,3,"146","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,1,"OR","Oregon","Lane",41039,41,39,3,"143","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,9,"OR","Oregon","Lane",41039,41,39,3,"133","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","9/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,3,"OR","Oregon","Lane",41039,41,39,3,"114","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2023,1,"OR","Oregon","Lane",41039,41,39,3,"190","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2023,3,"OR","Oregon","Lane",41039,41,39,3,"205","",0.04,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2023","1/31/2020","3/31/2023"
"10/8/2023",2020,7,"OR","Oregon","Lane",41039,41,39,3,"94","",0.05,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,4,"OR","Oregon","Lane",41039,41,39,3,"144","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,12,"OR","Oregon","Lane",41039,41,39,3,"180","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","12/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,6,"OR","Oregon","Lane",41039,41,39,3,"147","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,10,"OR","Oregon","Lane",41039,41,39,3,"96","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2021,2,"OR","Oregon","Lane",41039,41,39,3,"109","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,5,"OR","Oregon","Lane",41039,41,39,3,"125","",0,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,4,"OR","Oregon","Lane",41039,41,39,3,"121","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,10,"OR","Oregon","Lane",41039,41,39,3,"152","",0,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2022,2,"OR","Oregon","Lane",41039,41,39,3,"138","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2022","1/31/2020","3/31/2023"
"10/8/2023",2020,4,"OR","Oregon","Lane",41039,41,39,3,"79","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","4/30/2020","1/31/2020","3/31/2023"
"10/8/2023",2022,11,"OR","Oregon","Lane",41039,41,39,3,"161","",0,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,6,"OR","Oregon","Lane",41039,41,39,3,"124","",0,"Completeness of provisional 2019 data under 90% after 6 months.","6/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2022,3,"OR","Oregon","Lane",41039,41,39,3,"141","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2022","1/31/2020","3/31/2023"
"10/8/2023",2021,11,"OR","Oregon","Lane",41039,41,39,3,"143","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","11/30/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,8,"OR","Oregon","Lane",41039,41,39,3,"136","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","8/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,5,"OR","Oregon","Lane",41039,41,39,3,"92","",0.05,"Completeness of provisional 2019 data under 90% after 6 months.","5/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,3,"OR","Oregon","Lane",41039,41,39,3,"82","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","3/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2020,1,"OR","Oregon","Lane",41039,41,39,3,"76","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","1/31/2020","1/31/2020","3/31/2023"
"10/8/2023",2023,2,"OR","Oregon","Lane",41039,41,39,3,"200","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","2/28/2023","1/31/2020","3/31/2023"
"10/8/2023",2021,7,"OR","Oregon","Lane",41039,41,39,3,"131","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","7/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2021,10,"OR","Oregon","Lane",41039,41,39,3,"139","",0.02,"Completeness of provisional 2019 data under 90% after 6 months.","10/31/2021","1/31/2020","3/31/2023"
"10/8/2023",2020,2,"OR","Oregon","Lane",41039,41,39,3,"79","",0.03,"Completeness of provisional 2019 data under 90% after 6 months.","2/29/2020","1/31/2020","3/31/2023"
